date,Conservative,Labour,Lib Dem,UKIP,Green,SNP,Plaid,Reform,ChangeUK
2024-09-12,21.82,32.2,12.24,,7.4,2.66,0.84,18.89,
2024-09-13,21.86,32.16,12.29,,7.37,2.67,0.85,18.85,
2024-09-14,21.9,32.11,12.34,,7.34,2.67,0.85,18.81,
2024-09-15,21.94,32.07,12.39,,7.31,2.68,0.85,18.78,
2024-09-16,21.98,32.03,12.44,,7.28,2.69,0.85,18.74,
2024-09-17,22.02,31.98,12.48,,7.25,2.69,0.85,18.7,
2024-09-18,22.06,31.94,12.53,,7.22,2.7,0.86,18.67,
2024-09-19,22.1,31.89,12.58,,7.19,2.7,0.86,18.63,
2024-09-20,22.2,31.81,12.6,,7.19,2.71,0.86,18.63,
2024-09-21,22.29,31.72,12.62,,7.18,2.72,0.86,18.63,
2024-09-22,22.39,31.63,12.64,,7.18,2.72,0.86,18.63,
2024-09-23,22.49,31.54,12.65,,7.17,2.73,0.87,18.63,
2024-09-24,22.58,31.45,12.67,,7.17,2.74,0.87,18.63,
2024-09-25,22.68,31.37,12.69,,7.17,2.74,0.87,18.63,
2024-09-26,22.78,31.28,12.7,,7.16,2.75,0.87,18.63,
2024-09-27,22.91,31.16,12.7,,7.18,2.75,0.87,18.66,
2024-09-28,23.05,31.05,12.69,,7.2,2.76,0.88,18.7,
2024-09-29,23.19,30.93,12.69,,7.22,2.77,0.88,18.74,
2024-09-30,23.32,30.82,12.68,,7.23,2.77,0.88,18.77,
2024-10-01,23.46,30.7,12.68,,7.25,2.78,0.88,18.81,
2024-10-02,23.6,30.58,12.67,,7.27,2.78,0.88,18.85,
2024-10-03,23.73,30.47,12.67,,7.29,2.79,0.89,18.88,
2024-10-04,23.84,30.35,12.61,,7.38,2.8,0.89,18.91,
2024-10-05,23.95,30.2,12.69,,7.4,2.75,0.89,18.88,
2024-10-06,24.06,30.06,12.77,,7.43,2.7,0.89,18.85,
2024-10-07,24.16,29.91,12.85,,7.45,2.65,0.89,18.82,
2024-10-08,24.22,29.82,12.83,,7.4,2.6,0.9,18.85,
2024-10-09,24.28,29.72,12.81,,7.35,2.55,0.9,18.87,
2024-10-10,24.34,29.62,12.79,,7.29,2.5,0.9,18.9,
2024-10-11,24.42,29.55,12.84,,7.28,2.44,0.9,18.92,
2024-10-12,24.49,29.47,12.88,,7.27,2.39,0.9,18.94,
2024-10-13,24.57,29.4,12.93,,7.25,2.34,0.91,18.96,
2024-10-14,24.63,29.35,12.89,,7.28,2.29,0.91,18.98,
2024-10-15,24.68,29.29,12.85,,7.3,2.24,0.91,19.0,
2024-10-16,24.73,29.24,12.81,,7.33,2.19,0.91,19.02,
2024-10-17,24.79,29.19,12.76,,7.36,2.14,0.91,19.04,
2024-10-18,24.83,29.18,12.7,,7.43,2.15,0.92,19.06,
2024-10-19,24.91,29.11,12.7,,7.43,2.17,0.92,19.03,
2024-10-20,24.99,29.04,12.7,,7.44,2.18,0.92,19.0,
2024-10-21,25.08,28.96,12.69,,7.45,2.19,0.92,18.97,
2024-10-22,25.16,28.89,12.69,,7.46,2.2,0.92,18.95,
2024-10-23,25.24,28.81,12.69,,7.46,2.22,0.93,18.92,
2024-10-24,25.32,28.74,12.68,,7.47,2.23,0.93,18.89,
2024-10-25,25.47,28.66,12.65,,7.54,2.24,0.93,18.86,
2024-10-26,25.61,28.57,12.62,,7.61,2.25,0.93,18.82,
2024-10-27,25.76,28.49,12.6,,7.68,2.27,0.94,18.79,
2024-10-28,25.9,28.4,12.57,,7.75,2.28,0.94,18.75,
2024-10-29,26.05,28.32,12.54,,7.82,2.29,0.94,18.72,
2024-10-30,26.19,28.23,12.51,,7.89,2.3,0.94,18.68,
2024-10-31,26.34,28.15,12.48,,7.96,2.32,0.94,18.65,
2024-11-01,26.28,28.16,12.49,,7.91,2.33,0.95,18.67,
2024-11-02,26.23,28.18,12.49,,7.86,2.34,0.95,18.69,
2024-11-03,26.17,28.19,12.49,,7.82,2.35,0.95,18.7,
2024-11-04,26.12,28.21,12.5,,7.77,2.37,0.95,18.72,
2024-11-05,26.06,28.22,12.5,,7.72,2.38,0.95,18.74,
2024-11-06,26.0,28.23,12.5,,7.67,2.39,0.96,18.76,
2024-11-07,25.95,28.25,12.51,,7.62,2.4,0.96,18.78,
2024-11-08,25.94,28.23,12.47,,7.66,2.42,0.96,18.84,
2024-11-09,25.93,28.22,12.44,,7.69,2.43,0.96,18.9,
2024-11-10,25.91,28.2,12.4,,7.73,2.44,0.96,18.97,
2024-11-11,25.9,28.18,12.37,,7.76,2.45,0.97,19.03,
2024-11-12,25.89,28.17,12.33,,7.8,2.47,0.97,19.09,
2024-11-13,25.88,28.15,12.3,,7.83,2.48,0.97,19.16,
2024-11-14,25.95,28.05,12.29,,7.84,2.49,0.97,19.12,
2024-11-15,25.98,28.02,12.25,,7.8,2.5,0.97,19.15,
2024-11-16,26.01,27.98,12.2,,7.76,2.52,0.98,19.18,
2024-11-17,26.04,27.94,12.16,,7.72,2.53,0.98,19.22,
2024-11-18,26.07,27.9,12.12,,7.68,2.54,0.98,19.25,
2024-11-19,26.1,27.86,12.08,,7.64,2.55,0.98,19.28,
2024-11-20,26.12,27.83,12.04,,7.59,2.57,0.98,19.31,
2024-11-21,26.15,27.79,12.0,,7.55,2.58,0.99,19.34,
2024-11-22,26.14,27.7,11.96,,7.58,2.59,0.99,19.51,
2024-11-23,26.14,27.61,11.92,,7.61,2.6,0.99,19.69,
2024-11-24,26.13,27.52,11.88,,7.65,2.62,0.99,19.86,
2024-11-25,26.12,27.43,11.83,,7.68,2.63,0.99,20.03,
2024-11-26,26.11,27.34,11.79,,7.71,2.64,1.0,20.21,
2024-11-27,26.1,27.25,11.75,,7.74,2.65,1.0,20.38,
2024-11-28,26.0,27.22,11.67,,7.67,2.54,1.0,20.47,
2024-11-29,25.87,27.14,11.48,,7.85,2.65,1.0,20.7,
2024-11-30,25.77,26.98,11.45,,7.9,2.66,1.0,20.91,
2024-12-01,25.68,26.82,11.43,,7.95,2.66,1.0,21.13,
2024-12-02,25.58,26.66,11.41,,7.99,2.66,1.0,21.34,
2024-12-03,25.49,26.5,11.38,,8.04,2.66,1.0,21.55,
2024-12-04,25.4,26.33,11.36,,8.08,2.66,1.0,21.77,
2024-12-05,25.27,26.39,11.38,,8.0,2.52,1.0,21.84,
2024-12-06,25.14,26.45,11.4,,7.91,2.38,1.0,21.91,
2024-12-07,25.01,26.49,11.37,,7.94,2.41,1.0,22.02,
2024-12-08,24.89,26.53,11.34,,7.98,2.44,1.0,22.14,
2024-12-09,24.76,26.56,11.31,,8.01,2.47,1.0,22.26,
2024-12-10,24.64,26.6,11.28,,8.05,2.5,1.0,22.37,
2024-12-11,24.52,26.63,11.26,,8.08,2.53,1.0,22.49,
2024-12-12,24.49,26.71,11.26,,7.98,2.37,1.0,22.45,
2024-12-13,24.45,26.77,11.28,,8.01,2.37,1.0,22.43,
2024-12-14,24.4,26.84,11.31,,8.04,2.36,1.0,22.41,
2024-12-15,24.36,26.9,11.33,,8.08,2.36,1.0,22.39,
2024-12-16,24.31,26.96,11.36,,8.11,2.36,1.0,22.37,
2024-12-17,24.27,27.02,11.38,,8.14,2.36,1.0,22.35,
2024-12-18,24.22,27.09,11.4,,8.17,2.36,1.0,22.33,
2024-12-19,24.18,27.15,11.43,,8.2,2.36,1.0,22.31,
2024-12-20,24.05,27.22,11.41,,8.39,2.51,1.0,22.35,
2024-12-21,23.97,27.22,11.42,,8.43,2.54,1.0,22.42,
2024-12-22,23.89,27.22,11.43,,8.48,2.56,1.0,22.48,
2024-12-23,23.81,27.22,11.44,,8.53,2.58,1.0,22.55,
2024-12-24,23.73,27.22,11.45,,8.57,2.6,1.0,22.61,
2024-12-25,23.65,27.22,11.46,,8.62,2.63,1.0,22.67,
2024-12-26,23.58,27.22,11.48,,8.67,2.65,1.0,22.74,
2024-12-27,23.5,27.22,11.49,,8.71,2.67,1.0,22.8,
2024-12-28,23.42,27.22,11.5,,8.76,2.69,1.0,22.87,
2024-12-29,23.34,27.22,11.51,,8.8,2.72,1.0,22.93,
2024-12-30,23.26,27.22,11.52,,8.85,2.74,1.0,23.0,
2024-12-31,23.18,27.22,11.53,,8.9,2.76,1.0,23.06,
2025-01-01,23.1,27.22,11.54,,8.94,2.78,1.0,23.12,
2025-01-02,23.02,27.22,11.55,,8.99,2.81,1.0,23.19,
2025-01-03,22.94,27.22,11.57,,9.03,2.83,1.0,23.25,
2025-01-04,22.86,27.11,11.54,,9.08,2.8,1.0,23.38,
2025-01-05,22.78,27.0,11.52,,9.13,2.77,1.0,23.5,
2025-01-06,22.69,26.89,11.5,,9.18,2.75,1.0,23.63,
2025-01-07,22.61,26.78,11.48,,9.23,2.72,1.0,23.75,
2025-01-08,22.53,26.67,11.45,,9.28,2.69,1.0,23.88,
2025-01-09,22.61,26.65,11.48,,9.15,2.56,1.0,23.94,
2025-01-10,22.69,26.63,11.5,,9.02,2.43,1.0,24.0,
2025-01-11,22.75,26.49,11.69,,8.9,2.52,1.0,24.07,
2025-01-12,22.81,26.36,11.88,,8.77,2.6,1.0,24.13,
2025-01-13,22.87,26.22,12.08,,8.65,2.69,1.0,24.2,
2025-01-14,22.98,26.1,12.09,,8.62,2.66,1.0,24.22,
2025-01-15,23.09,25.97,12.11,,8.59,2.63,1.0,24.23,
2025-01-16,23.12,25.94,12.14,,8.42,2.5,1.0,24.22,
2025-01-17,23.06,25.91,12.18,,8.44,2.58,1.0,24.26,
2025-01-18,23.0,25.88,12.22,,8.46,2.66,1.0,24.3,
2025-01-19,22.95,25.84,12.26,,8.49,2.74,1.0,24.34,
2025-01-20,22.89,25.81,12.3,,8.51,2.82,1.0,24.39,
2025-01-21,22.79,25.64,12.27,,8.51,2.78,1.0,24.56,
2025-01-22,22.69,25.46,12.23,,8.51,2.75,1.0,24.74,
2025-01-23,22.57,25.51,12.22,,8.33,2.61,1.0,24.84,
2025-01-24,22.38,25.58,12.14,,8.33,2.74,1.0,24.98,
2025-01-25,22.28,25.53,12.19,,8.37,2.79,1.0,25.02,
2025-01-26,22.18,25.49,12.23,,8.41,2.84,1.0,25.06,
2025-01-27,22.07,25.44,12.27,,8.46,2.88,1.0,25.1,
2025-01-28,21.97,25.36,12.27,,8.48,2.92,1.0,25.19,
2025-01-29,21.87,25.28,12.26,,8.49,2.95,1.0,25.27,
2025-01-30,21.82,25.27,12.33,,8.36,2.94,1.0,25.31,
2025-01-31,21.72,25.22,12.42,,8.4,2.92,1.0,25.41,
2025-02-01,21.61,25.16,12.51,,8.44,2.9,1.0,25.51,
2025-02-02,21.5,25.11,12.61,,8.48,2.88,1.0,25.61,
2025-02-03,21.4,25.06,12.7,,8.53,2.86,1.0,25.71,
2025-02-04,21.32,25.07,12.68,,8.51,2.8,1.0,25.85,
2025-02-05,21.24,25.09,12.66,,8.49,2.73,1.0,25.99,
2025-02-06,21.33,25.1,12.62,,8.34,2.58,1.0,26.02,
2025-02-07,21.33,25.12,12.54,,8.37,2.7,1.0,26.09,
2025-02-08,21.31,25.06,12.6,,8.44,2.73,1.0,26.17,
2025-02-09,21.29,25.0,12.65,,8.51,2.76,1.0,26.25,
2025-02-10,21.26,24.95,12.71,,8.58,2.8,1.0,26.33,
2025-02-11,21.26,24.88,12.64,,8.6,2.75,1.0,26.42,
2025-02-12,21.25,24.82,12.58,,8.61,2.7,1.0,26.52,
2025-02-13,21.27,24.91,12.59,,8.56,2.52,1.0,26.45,
2025-02-14,21.24,24.94,12.65,,8.57,2.55,1.0,26.44,
2025-02-15,21.22,24.98,12.71,,8.59,2.59,1.0,26.43,
2025-02-16,21.2,25.01,12.78,,8.6,2.63,1.0,26.43,
2025-02-17,21.18,25.05,12.84,,8.61,2.67,1.0,26.42,
2025-02-18,21.17,25.08,12.79,,8.57,2.57,1.0,26.38,
2025-02-19,21.16,25.12,12.74,,8.53,2.48,1.0,26.34,
2025-02-20,21.23,25.23,12.77,,8.31,2.67,1.0,26.21,
2025-02-21,21.26,25.34,12.86,,8.26,2.75,1.0,26.09,
2025-02-22,21.31,25.33,13.04,,8.25,2.74,1.0,25.97,
2025-02-23,21.36,25.31,13.22,,8.24,2.74,1.0,25.85,
2025-02-24,21.41,25.3,13.39,,8.22,2.74,1.0,25.74,
2025-02-25,21.42,25.36,13.35,,8.24,2.63,1.0,25.66,
2025-02-26,21.43,25.42,13.31,,8.27,2.53,1.0,25.59,
2025-02-27,21.44,25.49,13.27,,8.29,2.42,1.0,25.52,
2025-02-28,21.42,25.53,13.25,,8.34,2.5,1.0,25.47,
2025-03-01,21.4,25.57,13.22,,8.4,2.58,1.0,25.42,
2025-03-02,21.38,25.61,13.2,,8.45,2.66,1.0,25.37,
2025-03-03,21.36,25.65,13.18,,8.51,2.74,1.0,25.32,
2025-03-04,21.37,25.67,13.09,,8.5,2.73,1.0,25.29,
2025-03-05,21.37,25.7,12.99,,8.49,2.72,1.0,25.26,
2025-03-06,21.4,25.76,13.01,,8.28,2.59,1.0,25.18,
2025-03-07,21.45,25.73,13.04,,8.24,2.72,1.0,25.12,
2025-03-08,21.58,25.61,13.14,,8.22,2.78,1.0,24.97,
2025-03-09,21.71,25.49,13.24,,8.21,2.84,1.0,24.82,
2025-03-10,21.71,25.34,13.27,,8.38,2.84,1.0,24.78,
2025-03-11,21.69,25.27,13.16,,8.47,2.78,1.0,24.85,
2025-03-12,21.67,25.21,13.06,,8.55,2.72,1.0,24.91,
2025-03-13,21.7,25.22,13.2,,8.45,2.54,1.0,24.85,
2025-03-14,21.72,25.15,13.29,,8.53,2.6,1.0,24.82,
2025-03-15,21.74,25.08,13.37,,8.62,2.66,1.0,24.8,
2025-03-16,21.75,25.02,13.46,,8.71,2.72,1.0,24.78,
2025-03-17,21.77,24.95,13.54,,8.79,2.78,1.0,24.76,
2025-03-18,21.77,24.83,13.59,,8.85,2.76,1.0,24.78,
2025-03-19,21.78,24.7,13.63,,8.91,2.74,1.0,24.8,
2025-03-20,21.83,24.77,13.64,,8.7,2.6,1.0,24.69,
2025-03-21,21.84,24.74,13.62,,8.73,2.73,1.0,24.66,
2025-03-22,21.89,24.64,13.66,,8.85,2.77,1.0,24.55,
2025-03-23,21.94,24.54,13.7,,8.97,2.82,1.0,24.45,
2025-03-24,22.0,24.44,13.73,,9.1,2.86,1.0,24.35,
2025-03-25,22.05,24.43,13.59,,9.11,2.84,1.0,24.4,
2025-03-26,22.1,24.43,13.44,,9.13,2.83,1.0,24.44,
2025-03-27,22.17,24.51,13.46,,8.91,2.74,1.0,24.39,
2025-03-28,22.1,24.52,13.4,,8.9,2.83,1.0,24.42,
2025-03-29,22.04,24.44,13.48,,9.01,2.86,1.0,24.37,
2025-03-30,21.98,24.37,13.55,,9.12,2.89,1.0,24.32,
2025-03-31,21.93,24.29,13.63,,9.23,2.92,1.0,24.27,
2025-04-01,21.93,24.23,13.67,,9.14,2.93,1.0,24.3,
2025-04-02,21.93,24.18,13.71,,9.05,2.93,1.0,24.33,
2025-04-03,21.94,24.12,13.75,,8.96,2.93,1.0,24.36,
2025-04-04,21.89,24.07,13.85,,8.99,2.92,1.0,24.41,
2025-04-05,21.84,24.02,13.95,,9.01,2.9,1.0,24.45,
2025-04-06,21.79,23.97,14.05,,9.03,2.88,1.0,24.5,
2025-04-07,21.74,23.91,14.15,,9.06,2.86,1.0,24.54,
2025-04-08,21.68,23.86,14.07,,9.09,2.8,1.0,24.67,
2025-04-09,21.62,23.8,13.98,,9.12,2.75,1.0,24.8,
2025-04-10,21.6,23.87,13.89,,8.92,2.58,1.0,24.85,
2025-04-11,21.56,23.93,13.73,,8.84,2.68,1.0,24.94,
2025-04-12,21.5,23.83,13.73,,9.03,2.67,1.0,24.98,
2025-04-13,21.44,23.74,13.74,,9.23,2.65,1.0,25.02,
2025-04-14,21.37,23.64,13.74,,9.43,2.64,1.0,25.06,
2025-04-15,21.2,23.51,13.77,,9.52,2.72,1.0,25.3,
2025-04-16,21.03,23.38,13.81,,9.6,2.8,1.0,25.53,
2025-04-17,20.92,23.33,13.83,,9.64,2.8,1.0,25.64,
2025-04-18,20.82,23.29,13.85,,9.67,2.81,1.0,25.75,
2025-04-19,20.72,23.25,13.87,,9.71,2.81,1.0,25.85,
2025-04-20,20.62,23.2,13.88,,9.75,2.81,1.0,25.96,
2025-04-21,20.51,23.16,13.9,,9.78,2.82,1.0,26.07,
2025-04-22,20.41,23.12,13.92,,9.82,2.82,1.0,26.17,
2025-04-23,20.33,23.08,13.79,,9.84,2.76,1.0,26.34,
2025-04-24,20.28,23.24,13.63,,9.56,2.62,1.0,26.43,
2025-04-25,20.18,23.32,13.45,,9.48,2.76,1.0,26.58,
2025-04-26,20.04,23.26,13.53,,9.45,2.81,1.0,26.76,
2025-04-27,19.89,23.2,13.6,,9.42,2.87,1.0,26.94,
2025-04-28,19.75,23.14,13.67,,9.39,2.92,1.0,27.12,
2025-04-29,19.59,23.09,13.63,,9.41,2.94,1.0,27.36,
2025-04-30,19.43,23.04,13.6,,9.43,2.96,1.0,27.6,
2025-05-01,19.3,23.1,13.61,,9.29,2.97,1.0,27.78,
2025-05-02,19.17,23.17,13.62,,9.15,2.98,1.0,27.95,
2025-05-03,18.93,23.0,13.79,,9.22,2.98,1.0,28.24,
2025-05-04,18.69,22.83,13.95,,9.29,2.98,1.0,28.53,
2025-05-05,18.46,22.65,14.12,,9.35,2.99,1.0,28.81,
2025-05-06,18.22,22.48,14.29,,9.42,2.99,1.0,29.1,
2025-05-07,18.08,22.34,14.32,,9.42,2.98,1.0,29.4,
2025-05-08,18.09,22.35,14.29,,9.25,2.97,1.0,29.52,
2025-05-09,18.01,22.34,14.38,,9.25,2.94,1.0,29.6,
2025-05-10,17.93,22.34,14.47,,9.24,2.92,1.0,29.69,
2025-05-11,17.85,22.33,14.56,,9.24,2.89,1.0,29.77,
2025-05-12,17.71,22.34,14.62,,9.35,2.83,1.0,29.79,
2025-05-13,17.56,22.3,14.57,,9.52,2.72,1.0,29.9,
2025-05-14,17.4,22.27,14.52,,9.68,2.6,1.0,30.0,
2025-05-15,17.37,22.33,14.53,,9.69,2.32,1.0,29.95,
2025-05-16,17.29,22.4,14.5,,9.77,2.18,1.0,29.95,
2025-05-17,17.17,22.34,14.6,,9.82,2.14,1.0,29.98,
2025-05-18,17.05,22.27,14.7,,9.88,2.1,1.0,30.02,
2025-05-19,16.93,22.2,14.8,,9.93,2.06,1.0,30.06,
2025-05-20,16.89,22.15,14.74,,9.98,2.05,1.0,30.15,
2025-05-21,16.84,22.1,14.68,,10.02,2.04,1.0,30.24,
2025-05-22,16.86,22.12,14.68,,9.95,2.05,1.0,30.24,
2025-05-23,16.88,22.15,14.6,,9.98,2.09,1.0,30.25,
2025-05-24,16.9,22.18,14.52,,10.02,2.13,1.0,30.26,
2025-05-25,16.91,22.2,14.43,,10.05,2.16,1.0,30.27,
2025-05-26,16.93,22.23,14.35,,10.08,2.2,1.0,30.27,
2025-05-27,16.94,22.26,14.27,,10.11,2.23,1.0,30.28,
2025-05-28,16.85,22.35,14.14,,10.07,2.37,1.0,30.34,
2025-05-29,16.83,22.47,14.12,,9.92,2.26,1.0,30.32,
2025-05-30,16.86,22.6,13.99,,9.86,2.27,1.0,30.26,
2025-05-31,16.88,22.61,14.16,,9.8,2.41,1.01,30.18,
2025-06-01,16.9,22.62,14.33,,9.73,2.55,1.01,30.09,
2025-06-02,16.86,22.66,14.34,,9.73,2.57,1.03,30.09,
2025-06-03,16.82,22.7,14.35,,9.74,2.59,1.05,30.08,
2025-06-04,16.78,22.74,14.36,,9.74,2.6,1.07,30.08,
2025-06-05,16.8,22.82,14.33,,9.62,2.49,1.15,30.04,
2025-06-06,16.8,22.9,14.25,,9.69,2.59,1.24,29.95,
2025-06-07,16.81,22.97,14.17,,9.76,2.68,1.32,29.87,
2025-06-08,16.81,23.04,14.09,,9.83,2.78,1.41,29.79,
2025-06-09,16.82,23.12,14.01,,9.9,2.88,1.49,29.7,
2025-06-10,16.81,23.2,13.84,,9.96,2.94,1.31,29.66,
2025-06-11,16.8,23.28,13.68,,10.02,2.99,1.12,29.61,
2025-06-12,16.86,23.31,13.59,,9.96,3.04,1.08,29.54,
2025-06-13,16.92,23.34,13.5,,9.9,3.09,1.03,29.47,
2025-06-14,16.91,23.34,13.55,,9.94,3.18,1.02,29.38,
2025-06-15,16.9,23.34,13.6,,9.99,3.26,1.02,29.28,
2025-06-16,16.89,23.34,13.65,,10.04,3.35,1.01,29.19,
2025-06-17,16.87,23.29,13.59,,10.09,3.25,1.0,29.21,
2025-06-18,16.85,23.25,13.52,,10.15,3.15,1.0,29.24,
2025-06-19,16.9,23.23,13.63,,10.1,3.11,1.0,29.16,
2025-06-20,16.95,23.2,13.74,,10.05,3.07,1.0,29.09,
2025-06-21,17.01,23.18,13.85,,10.0,3.03,1.0,29.02,
2025-06-22,17.06,23.15,13.96,,9.95,2.99,1.0,28.94,
2025-06-23,17.12,23.13,14.07,,9.9,2.96,1.0,28.87,
2025-06-24,17.18,23.11,14.04,,9.84,2.9,1.0,28.88,
2025-06-25,17.24,23.09,14.02,,9.78,2.85,1.0,28.9,
2025-06-26,17.24,23.15,14.1,,9.57,2.74,1.0,28.85,
2025-06-27,17.2,23.21,14.06,,9.55,2.55,1.0,28.84,
2025-06-28,17.17,23.18,14.22,,9.59,2.64,1.0,28.77,
2025-06-29,17.14,23.15,14.38,,9.63,2.73,1.0,28.7,
2025-06-30,17.11,23.12,14.54,,9.67,2.83,1.0,28.63,
2025-07-01,17.09,23.03,14.57,,9.68,2.85,1.0,28.72,
2025-07-02,17.06,22.94,14.61,,9.68,2.88,1.0,28.8,
2025-07-03,17.14,22.92,14.61,,9.52,2.86,1.0,28.82,
2025-07-04,17.21,22.9,14.61,,9.37,2.83,1.0,28.84,
2025-07-05,17.28,22.88,14.61,,9.21,2.81,1.0,28.86,
2025-07-06,17.35,22.86,14.61,,9.05,2.79,1.0,28.88,
2025-07-07,17.35,22.83,14.54,,9.29,2.71,1.0,28.82,
2025-07-08,17.46,22.73,14.42,,9.33,2.53,1.0,28.94,
2025-07-09,17.57,22.63,14.31,,9.36,2.34,1.0,29.05,
2025-07-10,17.56,22.58,14.33,,9.45,2.36,1.0,29.06,
2025-07-11,17.54,22.55,14.24,,9.59,2.53,1.0,29.06,
2025-07-12,17.48,22.44,14.26,,9.79,2.54,1.0,29.07,
2025-07-13,17.42,22.33,14.29,,10.0,2.55,1.0,29.09,
2025-07-14,17.36,22.22,14.31,,10.21,2.56,1.0,29.1,
2025-07-15,17.33,22.13,14.19,,10.22,2.4,1.0,29.17,
2025-07-16,17.3,22.04,14.07,,10.23,2.24,1.0,29.24,
2025-07-17,17.3,22.1,14.06,,10.05,2.23,1.0,29.28,
2025-07-18,17.29,22.15,14.06,,9.86,2.21,1.0,29.31,
2025-07-19,17.22,22.13,14.06,,9.86,2.38,1.0,29.44,
2025-07-20,17.16,22.1,14.06,,9.85,2.55,1.0,29.57,
2025-07-21,17.09,22.08,14.06,,9.85,2.71,1.0,29.7,
